"SCED.Time.Stamp","HSL","Telemetered.Resource.Status"
"11/2/2019 14:00",0,"ON"
"11/2/2019 14:15",0,"ON"
"11/2/2019 14:30",0,"ON"
"11/2/2019 14:45",0.8,"ON"
"11/2/2019 15:00",2.2,"ON"
"11/2/2019 15:15",3.7,"ON"
"11/2/2019 15:30",4.8,"ON"
"11/2/2019 15:45",10,"ON"
"11/2/2019 16:00",9.8,"ON"
"11/2/2019 16:15",13.8,"ON"
"11/2/2019 16:30",13.1,"ON"
"11/2/2019 16:45",13.1,"ON"
"11/2/2019 17:00",14,"ON"
"11/2/2019 17:15",14.7,"ON"
"11/2/2019 17:30",18.9,"ON"
"11/2/2019 17:45",19.8,"ON"
"11/2/2019 18:00",26.9,"ON"
"11/2/2019 18:15",24.7,"ON"
"11/2/2019 18:30",27.5,"ON"
"11/2/2019 18:45",27,"ON"
"11/2/2019 19:00",26.7,"ON"
"11/2/2019 19:15",29.6,"ON"
"11/2/2019 19:30",30,"ON"
"11/2/2019 19:45",29.3,"ON"
"11/2/2019 20:00",28.7,"ON"
"11/2/2019 20:15",32.3,"ON"
"11/2/2019 20:30",41.7,"ON"
"11/2/2019 20:45",53.4,"ON"
"11/2/2019 21:00",61.6,"ON"
"11/2/2019 21:15",79.4,"ON"
"11/2/2019 21:30",86.2,"ON"
"11/2/2019 21:45",90.9,"ON"
"11/2/2019 22:00",97.3,"ON"
"11/2/2019 22:15",101.3,"ON"
"11/2/2019 22:30",109.2,"ON"
"11/2/2019 22:45",108.1,"ON"
"11/2/2019 23:00",97.6,"ON"
"11/2/2019 23:15",94,"ON"
"11/2/2019 23:30",95.9,"ON"
"11/2/2019 23:45",92.7,"ON"
"11/3/2019 0:00",105,"ONREG"
"11/3/2019 0:15",108.9,"ONREG"
"11/3/2019 0:30",111.1,"ONREG"
"11/3/2019 0:45",119.7,"ONREG"
"11/3/2019 1:00",107.7,"ON"
"11/3/2019 1:15",124.2,"ON"
"11/3/2019 1:30",126,"ON"
"11/3/2019 1:45",113.3,"ON"
"11/3/2019 2:00",128.5,"ON"
"11/3/2019 2:15",134.3,"ON"
"11/3/2019 2:30",135.4,"ON"
"11/3/2019 2:45",132,"ON"
"11/3/2019 3:00",133.5,"ON"
"11/3/2019 3:15",138.9,"ON"
"11/3/2019 3:30",137,"ON"
"11/3/2019 3:45",136.8,"ON"
"11/3/2019 4:00",137.1,"ON"
"11/3/2019 4:15",137.9,"ON"
"11/3/2019 4:30",136.5,"ON"
"11/3/2019 4:45",133.5,"ON"
"11/3/2019 5:00",131.5,"ONREG"
"11/3/2019 5:15",135.2,"ONREG"
"11/3/2019 5:30",128.8,"ONREG"
"11/3/2019 5:45",129.6,"ONREG"
"11/3/2019 6:00",136.8,"ONREG"
"11/3/2019 6:15",135,"ONREG"
"11/3/2019 6:30",128.2,"ONREG"
"11/3/2019 6:45",128.4,"ONREG"
"11/3/2019 7:00",132.4,"ONREG"
"11/3/2019 7:15",132.5,"ONREG"
"11/3/2019 7:30",133,"ONREG"
"11/3/2019 7:45",124.9,"ONREG"
"11/3/2019 8:00",121.2,"ONREG"
"11/3/2019 8:15",115.9,"ONREG"
"11/3/2019 8:30",122.2,"ONREG"
"11/3/2019 8:45",117.2,"ONREG"
"11/3/2019 9:00",110,"ONREG"
"11/3/2019 9:15",103.8,"ONREG"
"11/3/2019 9:30",101.3,"ONREG"
"11/3/2019 9:45",96.9,"ONREG"
"11/3/2019 10:00",93.4,"ONREG"
"11/3/2019 10:15",113.2,"ONREG"
"11/3/2019 10:30",112.8,"ONREG"
"11/3/2019 10:45",112.4,"ONREG"
"11/3/2019 11:00",85.7,"ONREG"
"11/3/2019 11:15",81.5,"ONREG"
"11/3/2019 11:30",116.9,"ONREG"
"11/3/2019 11:45",125,"ONREG"
"11/3/2019 12:00",120.1,"ON"
"11/3/2019 12:15",114.8,"ON"
"11/3/2019 12:30",108.1,"ON"
"11/3/2019 12:45",105.7,"ON"
"11/3/2019 13:00",101.4,"ON"
"11/3/2019 13:15",105.4,"ON"
"11/3/2019 13:30",101.1,"ON"
"11/3/2019 13:45",90,"ON"
"11/3/2019 14:00",86.9,"ON"
"11/3/2019 14:15",75.7,"ON"
"11/3/2019 14:30",69.2,"ON"
"11/3/2019 14:45",65.2,"ON"
"11/3/2019 15:00",78.9,"ON"
"11/3/2019 15:15",77.4,"ON"
"11/3/2019 15:30",78,"ON"
"11/3/2019 15:45",87,"ON"
"11/3/2019 16:00",80.9,"ON"
"11/3/2019 16:15",76.1,"ON"
"11/3/2019 16:30",64.3,"ON"
"11/3/2019 16:45",49.1,"ON"
"11/3/2019 17:00",45.1,"ON"
"11/3/2019 17:15",52.2,"ON"
"11/3/2019 17:30",62.8,"ON"
"11/3/2019 17:45",72.1,"ON"
"11/3/2019 18:00",96.2,"ON"
"11/3/2019 18:15",116.5,"ON"
"11/3/2019 18:30",123.2,"ON"
"11/3/2019 18:45",125,"ON"
"11/3/2019 19:00",127.4,"ON"
"11/3/2019 19:15",134.2,"ON"
"11/3/2019 19:30",135.1,"ON"
"11/3/2019 19:45",138.8,"ON"
"11/3/2019 20:00",139,"ON"
"11/3/2019 20:15",139.2,"ON"
"11/3/2019 20:30",137,"ON"
"11/3/2019 20:45",138.2,"ON"
"11/3/2019 21:00",136.7,"ON"
"11/3/2019 21:15",136.8,"ON"
"11/3/2019 21:30",134,"ON"
"11/3/2019 21:45",135.3,"ON"
"11/3/2019 22:00",133.6,"ON"
"11/3/2019 22:15",128.1,"ON"
"11/3/2019 22:30",121.2,"ON"
"11/3/2019 22:45",132.9,"ON"
"11/3/2019 23:00",135.7,"ON"
"11/3/2019 23:15",135,"ON"
"11/3/2019 23:30",137.7,"ON"
"11/3/2019 23:45",134.9,"ON"
"11/4/2019 0:00",129.3,"ON"
"11/4/2019 0:15",132.6,"ON"
"11/4/2019 0:30",128,"ON"
"11/4/2019 0:45",131.3,"ON"
"11/4/2019 1:00",133.3,"ON"
"11/4/2019 1:15",133.8,"ON"
"11/4/2019 1:30",129.3,"ON"
"11/4/2019 1:45",130.4,"ON"
"11/4/2019 2:00",131.9,"ON"
"11/4/2019 2:15",134,"ON"
"11/4/2019 2:30",131.1,"ON"
"11/4/2019 2:45",131.9,"ON"
"11/4/2019 3:00",136.7,"ON"
"11/4/2019 3:15",136.1,"ON"
"11/4/2019 3:30",136.3,"ON"
"11/4/2019 3:45",131.6,"ON"
"11/4/2019 4:00",127.2,"ON"
"11/4/2019 4:15",131.8,"ON"
"11/4/2019 4:30",132.4,"ON"
"11/4/2019 4:45",135,"ON"
"11/4/2019 5:00",129.8,"ON"
"11/4/2019 5:15",126.2,"ON"
"11/4/2019 5:30",122.2,"ON"
"11/4/2019 5:45",113.6,"ON"
"11/4/2019 6:00",91.6,"ON"
"11/4/2019 6:15",66.9,"ON"
"11/4/2019 6:30",81.2,"ON"
"11/4/2019 6:45",84.3,"ON"
"11/4/2019 7:00",81.9,"ON"
"11/4/2019 7:15",92.4,"ON"
"11/4/2019 7:30",119.1,"ON"
"11/4/2019 7:45",106.2,"ON"
"11/4/2019 8:00",81.6,"ON"
"11/4/2019 8:15",65,"ON"
"11/4/2019 8:30",37.8,"ON"
"11/4/2019 8:45",20.6,"ON"
"11/4/2019 9:00",20.2,"ON"
"11/4/2019 9:15",13,"ON"
"11/4/2019 9:30",5.7,"ON"
"11/4/2019 9:45",6.5,"ON"
"11/4/2019 10:00",1.9,"ON"
"11/4/2019 10:15",0.3,"ON"
"11/4/2019 10:30",0,"ON"
"11/4/2019 10:45",0,"ON"
"11/4/2019 11:00",0,"ON"
"11/4/2019 11:15",0,"ON"
"11/4/2019 11:30",0,"ON"
"11/4/2019 11:45",0,"ON"
"11/4/2019 12:00",1.9,"ON"
"11/4/2019 12:15",2.6,"ON"
"11/4/2019 12:30",3,"ON"
"11/4/2019 12:45",3,"ON"
"11/4/2019 13:00",1.7,"ON"
"11/4/2019 13:15",1,"ON"
"11/4/2019 13:30",0.8,"ON"
"11/4/2019 13:45",1.4,"ON"
"11/4/2019 14:00",1.7,"ON"
"11/4/2019 14:15",3.3,"ON"
"11/4/2019 14:30",3.7,"ON"
"11/4/2019 14:45",3.3,"ON"
"11/4/2019 15:00",2.8,"ON"
"11/4/2019 15:15",5.6,"ON"
"11/4/2019 15:30",4.8,"ON"
"11/4/2019 15:45",7.4,"ON"
"11/4/2019 16:00",10.1,"ON"
"11/4/2019 16:15",12.7,"ON"
"11/4/2019 16:30",17.3,"ON"
"11/4/2019 16:45",18.4,"ON"
"11/4/2019 17:00",22.9,"ON"
"11/4/2019 17:15",30.6,"ON"
"11/4/2019 17:30",33.9,"ON"
"11/4/2019 17:45",44.6,"ON"
"11/4/2019 18:00",49.3,"ON"
"11/4/2019 18:15",62.1,"ON"
"11/4/2019 18:30",73.1,"ON"
"11/4/2019 18:45",93.1,"ON"
"11/4/2019 19:00",103.5,"ON"
"11/4/2019 19:15",111.6,"ON"
"11/4/2019 19:30",116.1,"ON"
"11/4/2019 19:45",121.9,"ON"
"11/4/2019 20:00",123.1,"ON"
"11/4/2019 20:15",131.6,"ON"
"11/4/2019 20:30",133.2,"ON"
"11/4/2019 20:45",132.3,"ON"
"11/4/2019 21:00",120.9,"ON"
"11/4/2019 21:15",125.4,"ON"
"11/4/2019 21:30",124.1,"ON"
"11/4/2019 21:45",118.9,"ON"
"11/4/2019 22:00",112,"ON"
"11/4/2019 22:15",115.5,"ON"
"11/4/2019 22:30",121.6,"ON"
"11/4/2019 22:45",120.7,"ON"
"11/4/2019 23:00",117.7,"ON"
"11/4/2019 23:15",112.6,"ON"
"11/4/2019 23:30",113,"ON"
"11/4/2019 23:45",109.3,"ON"
"11/5/2019 0:00",113.4,"ONREG"
"11/5/2019 0:15",119.6,"ONREG"
"11/5/2019 0:30",124.8,"ONREG"
"11/5/2019 0:45",125.8,"ONREG"
"11/5/2019 1:00",120.9,"ONREG"
"11/5/2019 1:15",114.8,"ONREG"
"11/5/2019 1:30",111.9,"ONREG"
"11/5/2019 1:45",103.4,"ONREG"
"11/5/2019 2:00",101.9,"ONREG"
"11/5/2019 2:15",96.9,"ONREG"
"11/5/2019 2:30",96.5,"ONREG"
"11/5/2019 2:45",99.2,"ONREG"
"11/5/2019 3:00",106.5,"ON"
"11/5/2019 3:15",103.5,"ON"
"11/5/2019 3:30",104.3,"ON"
"11/5/2019 3:45",86.9,"ON"
"11/5/2019 4:00",86.9,"ON"
"11/5/2019 4:15",83.9,"ON"
"11/5/2019 4:30",78.3,"ON"
"11/5/2019 4:45",89.6,"ON"
"11/5/2019 5:00",96.9,"ON"
"11/5/2019 5:15",106.1,"ON"
"11/5/2019 5:30",107.6,"ON"
"11/5/2019 5:45",87.2,"ON"
"11/5/2019 6:00",75.1,"ON"
"11/5/2019 6:15",62.9,"ON"
"11/5/2019 6:30",59.2,"ON"
"11/5/2019 6:45",46.1,"ON"
"11/5/2019 7:00",38.7,"ON"
"11/5/2019 7:15",37.6,"ON"
"11/5/2019 7:30",31.7,"ON"
"11/5/2019 7:45",27,"ON"
"11/5/2019 8:00",27.2,"ON"
"11/5/2019 8:15",29.5,"ON"
"11/5/2019 8:30",23.4,"ON"
"11/5/2019 8:45",15.5,"ON"
"11/5/2019 9:00",8.9,"ON"
"11/5/2019 9:15",6.7,"ON"
"11/5/2019 9:30",9.3,"ON"
"11/5/2019 9:45",7.1,"ON"
"11/5/2019 10:00",6.2,"ON"
"11/5/2019 10:15",4.4,"ON"
"11/5/2019 10:30",1.7,"ON"
"11/5/2019 10:45",1.9,"ON"
"11/5/2019 11:00",2.1,"ON"
"11/5/2019 11:15",4,"ON"
"11/5/2019 11:30",4.1,"ON"
"11/5/2019 11:45",4.8,"ON"
"11/5/2019 12:00",4.5,"ON"
"11/5/2019 12:15",4.5,"ON"
"11/5/2019 12:30",3.8,"ON"
"11/5/2019 12:45",3.7,"ON"
"11/5/2019 13:00",1.5,"ON"
"11/5/2019 13:15",2.2,"ON"
"11/5/2019 13:30",1.5,"ON"
"11/5/2019 13:45",1.9,"ON"
"11/5/2019 14:00",0.8,"ON"
"11/5/2019 14:15",0.8,"ON"
"11/5/2019 14:30",0.1,"ON"
"11/5/2019 14:45",0,"ON"
"11/5/2019 15:00",2.1,"ON"
"11/5/2019 15:15",0.1,"ON"
"11/5/2019 15:30",0.2,"ON"
"11/5/2019 15:45",0,"ON"
"11/5/2019 16:00",0.6,"ON"
"11/5/2019 16:15",1.2,"ON"
"11/5/2019 16:30",0.2,"ON"
"11/5/2019 16:45",0.1,"ON"
"11/5/2019 17:00",0,"ON"
"11/5/2019 17:15",0.2,"ON"
"11/5/2019 17:30",2.1,"ON"
"11/5/2019 17:45",7.6,"ON"
"11/5/2019 18:00",11.9,"ON"
"11/5/2019 18:15",13.6,"ON"
"11/5/2019 18:30",12,"ON"
"11/5/2019 18:45",8.4,"ON"
"11/5/2019 19:00",10.1,"ON"
"11/5/2019 19:15",14.6,"ON"
"11/5/2019 19:30",16,"ON"
"11/5/2019 19:45",21.8,"ON"
"11/5/2019 20:00",26.5,"ON"
"11/5/2019 20:15",36.8,"ON"
"11/5/2019 20:30",42.1,"ON"
"11/5/2019 20:45",53.2,"ON"
"11/5/2019 21:00",43.8,"ON"
"11/5/2019 21:15",35.9,"ON"
"11/5/2019 21:30",22.9,"ON"
"11/5/2019 21:45",27.9,"ON"
"11/5/2019 22:00",37.5,"ON"
"11/5/2019 22:15",34.6,"ON"
"11/5/2019 22:30",33.6,"ON"
"11/5/2019 22:45",27.4,"ON"
"11/5/2019 23:00",39.5,"ON"
"11/5/2019 23:15",42.3,"ON"
"11/5/2019 23:30",42.2,"ON"
"11/5/2019 23:45",47.7,"ON"
"11/6/2019 0:01",43.9,"ON"
"11/6/2019 0:15",51.4,"ON"
"11/6/2019 0:30",68.7,"ON"
"11/6/2019 0:45",60.2,"ON"
"11/6/2019 1:00",63.4,"ON"
"11/6/2019 1:15",66.3,"ON"
"11/6/2019 1:30",78.3,"ON"
"11/6/2019 1:45",71.6,"ON"
"11/6/2019 2:00",76.9,"ON"
"11/6/2019 2:15",64.3,"ON"
"11/6/2019 2:30",67.5,"ON"
"11/6/2019 2:45",66.5,"ON"
"11/6/2019 3:00",61.7,"ON"
"11/6/2019 3:15",63.3,"ON"
"11/6/2019 3:30",61.7,"ON"
"11/6/2019 3:45",49.5,"ON"
"11/6/2019 4:00",36,"ON"
"11/6/2019 4:15",27.9,"ON"
"11/6/2019 4:30",25.6,"ON"
"11/6/2019 4:45",28.4,"ON"
"11/6/2019 5:00",42.6,"ON"
"11/6/2019 5:15",59.1,"ON"
"11/6/2019 5:30",80.4,"ON"
"11/6/2019 5:45",87.1,"ON"
"11/6/2019 6:00",93.2,"ON"
"11/6/2019 6:15",100.8,"ON"
"11/6/2019 6:30",84.1,"ON"
"11/6/2019 6:45",63.6,"ON"
"11/6/2019 7:00",49,"ON"
"11/6/2019 7:15",51.5,"ON"
"11/6/2019 7:30",51.3,"ON"
"11/6/2019 7:45",44.9,"ON"
"11/6/2019 8:00",46.9,"ON"
